url,country,page_type,priority,cluster,parent_url,money_page,inbound_links,relevant_inbound_links,outbound_links,orphan,broken_outbound,redirect_outbound,wrong_country_outbound
https://pixvo.tech/mx/blog/como-una-buena-automatizacion-puede-cambiar-por-completo-el-flujo-de-trabajo-de-tu-empresa/,mx,article,P3,editorial:automation,/mx/blog/,/mx/soluciones/automatizacion-de-procesos/,1,0,17,no,0,0,0
https://pixvo.tech/mx/blog/por-que-geeksy-shop-es-hoy-una-de-las-mejores-fuentes-para-comprar-productos-del-fandom-y-como-aprovecharlo-desde-pixvo-tech/,mx,article,P3,editorial:seo-content,/mx/blog/,/mx/soluciones/seo-para-pymes/,1,0,18,no,0,0,0
https://pixvo.tech/mx/blog/black-friday-y-cyber-week-el-momento-del-ano-donde-tu-negocio-no-puede-improvisar/,mx,article,P3,editorial:conversion-campaigns,/mx/blog/,/mx/soluciones/optimizacion-de-conversion/,1,0,19,no,0,0,0
https://pixvo.tech/mx/blog/el-mal-uso-de-la-ia-y-sus-consecuencias-reales-el-ejemplo-critico-de-los-libros-de-foraging-en-amazon/,mx,article,P3,editorial:content-governance,/mx/blog/,/mx/soluciones/contenido-seo/,1,0,17,no,0,0,0
https://pixvo.tech/mx/blog/por-que-necesitas-un-sitio-web-profesional-en-2025-y-como-conseguir-hosting-premium-con-descuento/,mx,article,P3,editorial:wordpress-conversion,/mx/blog/,/mx/soluciones/optimizacion-wordpress/,1,0,19,no,0,0,0
https://pixvo.tech/mx/blog/la-importancia-de-las-decisiones-y-resoluciones-eficientes-en-la-gestion-de-pequenas-y-medianas-empresas/,mx,article,P3,editorial:growth-operations,/mx/blog/,/mx/sistema-crecimiento-digital/,1,0,17,no,0,0,0
https://pixvo.tech/mx/blog/crear-un-sitio-web-rapido-con-las-herramientas-de-ia-de-hostinger/,mx,article,P3,editorial:website-builders,/mx/blog/,/mx/soluciones/optimizacion-wordpress/,1,0,18,no,0,0,0
https://pixvo.tech/mx/blog/la-ia-esta-matando-la-creatividad/,mx,article,P3,editorial:content-strategy,/mx/blog/,/mx/soluciones/contenido-seo/,1,0,17,no,0,0,0
https://pixvo.tech/mx/blog/redactar-sin-ia-reduce-productividad-evidencia-limites-y-como-implementarlo-en-marketing/,mx,article,P3,editorial:content-automation,/mx/blog/,/mx/soluciones/contenido-seo/,1,0,18,no,0,0,0
https://pixvo.tech/mx/blog/caso-de-exito-microcuotas-y-como-google-ads-desarrollo-a-medida-le-cambiaron-el-juego/,mx,article,P3,editorial:automation-leads,/mx/blog/,/mx/soluciones/automatizacion-de-procesos/,1,0,18,no,0,0,0
https://pixvo.tech/ar/,ar,home,P1,brand,/,/ar/sistema-crecimiento-digital/,172,12,28,no,0,0,0
https://pixvo.tech/ar/sistema-crecimiento-digital/,ar,commercial_hub,P1,growth-system,/ar/,/ar/sistema-crecimiento-digital/,54,21,33,no,0,0,0
https://pixvo.tech/ar/planes/,ar,pricing,P1,conversion,/ar/sistema-crecimiento-digital/,/ar/solicitar-diagnostico/,52,3,18,no,0,0,0
https://pixvo.tech/ar/auditoria-crecimiento-digital/,ar,audit,P1,conversion,/ar/sistema-crecimiento-digital/,/ar/solicitar-diagnostico/,54,4,18,no,0,0,0
https://pixvo.tech/ar/solicitar-diagnostico/,ar,lead_form,P1,conversion,/ar/sistema-crecimiento-digital/,/ar/solicitar-diagnostico/,53,3,17,no,0,0,0
https://pixvo.tech/ar/nosotros/,ar,about,P3,brand,/ar/,/ar/sistema-crecimiento-digital/,52,3,16,no,0,0,0
https://pixvo.tech/ar/contacto/,ar,contact,P3,brand,/ar/,/ar/sistema-crecimiento-digital/,52,3,16,no,0,0,0
https://pixvo.tech/ar/soluciones/seo-para-pymes/,ar,solution,P1,seo,/ar/sistema-crecimiento-digital/,/ar/soluciones/seo-para-pymes/,57,9,23,no,0,0,0
https://pixvo.tech/ar/soluciones/seo-wordpress/,ar,solution,P2,seo,/ar/soluciones/seo-para-pymes/,/ar/soluciones/seo-para-pymes/,11,1,22,no,0,0,0
https://pixvo.tech/ar/soluciones/contenido-seo/,ar,solution,P2,seo,/ar/soluciones/seo-para-pymes/,/ar/soluciones/seo-para-pymes/,17,7,23,no,0,0,0
https://pixvo.tech/ar/soluciones/automatizacion-de-procesos/,ar,solution,P1,automation,/ar/sistema-crecimiento-digital/,/ar/soluciones/automatizacion-de-procesos/,55,8,23,no,0,0,0
https://pixvo.tech/ar/soluciones/automatizacion-de-marketing/,ar,solution,P2,automation,/ar/soluciones/automatizacion-de-procesos/,/ar/soluciones/automatizacion-de-procesos/,8,1,21,no,0,0,0
https://pixvo.tech/ar/soluciones/seguimiento-de-leads/,ar,solution,P1,leads,/ar/sistema-crecimiento-digital/,/ar/soluciones/seguimiento-de-leads/,55,4,23,no,0,0,0
https://pixvo.tech/ar/soluciones/analitica-digital/,ar,solution,P2,analytics,/ar/sistema-crecimiento-digital/,/ar/soluciones/analitica-digital/,28,2,23,no,0,0,0
https://pixvo.tech/ar/soluciones/optimizacion-wordpress/,ar,solution,P2,wordpress,/ar/sistema-crecimiento-digital/,/ar/soluciones/optimizacion-wordpress/,16,6,24,no,0,0,0
https://pixvo.tech/ar/soluciones/optimizacion-de-conversion/,ar,solution,P2,cro,/ar/sistema-crecimiento-digital/,/ar/soluciones/optimizacion-de-conversion/,18,3,21,no,0,0,0
https://pixvo.tech/ar/problemas/leads-no-convierten/,ar,problem,P1,leads,/ar/soluciones/seguimiento-de-leads/,/ar/soluciones/seguimiento-de-leads/,4,1,17,no,0,0,0
https://pixvo.tech/ar/problemas/reducir-tareas-manuales/,ar,problem,P1,automation,/ar/soluciones/automatizacion-de-procesos/,/ar/soluciones/automatizacion-de-procesos/,4,1,16,no,0,0,0
https://pixvo.tech/ar/problemas/web-no-convierte/,ar,problem,P1,cro,/ar/soluciones/optimizacion-de-conversion/,/ar/soluciones/optimizacion-de-conversion/,4,1,18,no,0,0,0
https://pixvo.tech/ar/problemas/dependencia-publicidad-paga/,ar,problem,P1,seo,/ar/soluciones/seo-para-pymes/,/ar/soluciones/seo-para-pymes/,4,2,17,no,0,0,0
https://pixvo.tech/ar/problemas/medir-resultados-marketing/,ar,problem,P1,analytics,/ar/soluciones/analitica-digital/,/ar/soluciones/analitica-digital/,3,1,17,no,0,0,0
https://pixvo.tech/ar/problemas/conectar-marketing-y-ventas/,ar,problem,P1,leads,/ar/soluciones/seguimiento-de-leads/,/ar/soluciones/seguimiento-de-leads/,3,0,17,no,0,0,0
https://pixvo.tech/ar/problemas/wordpress-lento/,ar,problem,P1,wordpress,/ar/soluciones/optimizacion-wordpress/,/ar/soluciones/optimizacion-wordpress/,3,1,18,no,0,0,0
https://pixvo.tech/ar/problemas/contenido-no-genera-clientes/,ar,problem,P1,seo,/ar/soluciones/contenido-seo/,/ar/soluciones/seo-para-pymes/,3,2,17,no,0,0,0
https://pixvo.tech/ar/casos-de-exito/,ar,case_index,P1,proof,/ar/sistema-crecimiento-digital/,/ar/sistema-crecimiento-digital/,52,6,21,no,0,0,0
https://pixvo.tech/ar/casos-de-exito/microcuotas/,ar,case_study,P1,automation,/ar/casos-de-exito/,/ar/soluciones/automatizacion-de-procesos/,11,1,19,no,0,0,0
https://pixvo.tech/ar/casos-de-exito/hospital-metropolitano/,ar,case_study,P2,automation,/ar/casos-de-exito/,/ar/soluciones/automatizacion-de-procesos/,4,1,19,no,0,0,0
https://pixvo.tech/ar/casos-de-exito/sanidad-web/,ar,case_study,P2,wordpress,/ar/casos-de-exito/,/ar/soluciones/optimizacion-wordpress/,6,1,21,no,0,0,0
https://pixvo.tech/ar/casos-de-exito/paola-informa/,ar,case_study,P2,product,/ar/casos-de-exito/,/ar/sistema-crecimiento-digital/,5,1,19,no,0,0,0
https://pixvo.tech/ar/casos-de-exito/arpitools/,ar,case_study,P2,product,/ar/casos-de-exito/,/ar/sistema-crecimiento-digital/,3,1,19,no,0,0,0
https://pixvo.tech/ar/recursos/,ar,resource_index,P2,research,/ar/sistema-crecimiento-digital/,/ar/auditoria-crecimiento-digital/,52,8,23,no,0,0,0
https://pixvo.tech/ar/recursos/seo-vs-google-ads/,ar,comparison,P2,seo,/ar/recursos/,/ar/soluciones/seo-para-pymes/,3,1,17,no,0,0,0
https://pixvo.tech/ar/recursos/agencia-seo-vs-consultor-seo/,ar,comparison,P2,seo,/ar/recursos/,/ar/soluciones/seo-para-pymes/,2,1,16,no,0,0,0
https://pixvo.tech/ar/recursos/seo-mensual-vs-auditoria/,ar,comparison,P2,seo,/ar/recursos/,/ar/soluciones/seo-para-pymes/,7,2,16,no,0,0,0
https://pixvo.tech/ar/recursos/n8n-vs-zapier/,ar,comparison,P2,automation,/ar/recursos/,/ar/soluciones/automatizacion-de-procesos/,5,2,17,no,0,0,0
https://pixvo.tech/ar/recursos/crm-vs-automatizacion-de-leads/,ar,comparison,P2,leads,/ar/recursos/,/ar/soluciones/seguimiento-de-leads/,4,1,16,no,0,0,0
https://pixvo.tech/ar/recursos/rediseno-web-vs-optimizacion-cro/,ar,comparison,P2,cro,/ar/recursos/,/ar/soluciones/optimizacion-de-conversion/,3,1,18,no,0,0,0
https://pixvo.tech/ar/recursos/seo-vs-sistema-de-crecimiento/,ar,comparison,P2,growth-system,/ar/recursos/,/ar/sistema-crecimiento-digital/,4,1,16,no,0,0,0
https://pixvo.tech/ar/blog/,ar,blog_index,P2,editorial,/ar/,/ar/sistema-crecimiento-digital/,52,14,29,no,0,0,0
https://pixvo.tech/ar/blog/ataque-real-en-npm-como-el-compromiso-de-axios-expuso-miles-de-entornos-sin-que-nadie-lo-notara/,ar,article,P2,editorial:security,/ar/blog/,/ar/sistema-crecimiento-digital/,1,0,17,no,0,0,0
https://pixvo.tech/ar/blog/matriz-objetivo-icp-canal-lead-magnet-pagina-evento-de-conversion-metricas/,ar,article,P3,editorial:analytics-conversion,/ar/blog/,/ar/soluciones/analitica-digital/,1,0,18,no,0,0,0
https://pixvo.tech/ar/blog/por-que-un-sitio-wordpress-no-puede-quedar-librado-a-la-suerte-y-como-evitar-dolores-de-cabeza-despues/,ar,article,P3,editorial:wordpress,/ar/blog/,/ar/soluciones/optimizacion-wordpress/,1,0,19,no,0,0,0
https://pixvo.tech/ar/blog/como-una-buena-automatizacion-puede-cambiar-por-completo-el-flujo-de-trabajo-de-tu-empresa/,ar,article,P3,editorial:automation,/ar/blog/,/ar/soluciones/automatizacion-de-procesos/,1,0,17,no,0,0,0
https://pixvo.tech/ar/blog/por-que-geeksy-shop-es-hoy-una-de-las-mejores-fuentes-para-comprar-productos-del-fandom-y-como-aprovecharlo-desde-pixvo-tech/,ar,article,P3,editorial:seo-content,/ar/blog/,/ar/soluciones/seo-para-pymes/,1,0,18,no,0,0,0
https://pixvo.tech/ar/blog/black-friday-y-cyber-week-el-momento-del-ano-donde-tu-negocio-no-puede-improvisar/,ar,article,P3,editorial:conversion-campaigns,/ar/blog/,/ar/soluciones/optimizacion-de-conversion/,1,0,19,no,0,0,0
https://pixvo.tech/ar/blog/el-mal-uso-de-la-ia-y-sus-consecuencias-reales-el-ejemplo-critico-de-los-libros-de-foraging-en-amazon/,ar,article,P3,editorial:content-governance,/ar/blog/,/ar/soluciones/contenido-seo/,1,0,17,no,0,0,0
https://pixvo.tech/ar/blog/por-que-necesitas-un-sitio-web-profesional-en-2025-y-como-conseguir-hosting-premium-con-descuento/,ar,article,P3,editorial:wordpress-conversion,/ar/blog/,/ar/soluciones/optimizacion-wordpress/,1,0,19,no,0,0,0
https://pixvo.tech/ar/blog/la-importancia-de-las-decisiones-y-resoluciones-eficientes-en-la-gestion-de-pequenas-y-medianas-empresas/,ar,article,P3,editorial:growth-operations,/ar/blog/,/ar/sistema-crecimiento-digital/,1,0,17,no,0,0,0
https://pixvo.tech/ar/blog/crear-un-sitio-web-rapido-con-las-herramientas-de-ia-de-hostinger/,ar,article,P3,editorial:website-builders,/ar/blog/,/ar/soluciones/optimizacion-wordpress/,1,0,18,no,0,0,0
https://pixvo.tech/ar/blog/la-ia-esta-matando-la-creatividad/,ar,article,P3,editorial:content-strategy,/ar/blog/,/ar/soluciones/contenido-seo/,1,0,17,no,0,0,0
https://pixvo.tech/ar/blog/redactar-sin-ia-reduce-productividad-evidencia-limites-y-como-implementarlo-en-marketing/,ar,article,P3,editorial:content-automation,/ar/blog/,/ar/soluciones/contenido-seo/,1,0,18,no,0,0,0
https://pixvo.tech/ar/blog/caso-de-exito-microcuotas-y-como-google-ads-desarrollo-a-medida-le-cambiaron-el-juego/,ar,article,P3,editorial:automation-leads,/ar/blog/,/ar/soluciones/automatizacion-de-procesos/,1,0,18,no,0,0,0
https://pixvo.tech/es/,es,home,P1,brand,/,/es/sistema-crecimiento-digital/,172,12,28,no,0,0,0
https://pixvo.tech/es/sistema-crecimiento-digital/,es,commercial_hub,P1,growth-system,/es/,/es/sistema-crecimiento-digital/,54,21,33,no,0,0,0
https://pixvo.tech/es/planes/,es,pricing,P1,conversion,/es/sistema-crecimiento-digital/,/es/solicitar-diagnostico/,52,3,18,no,0,0,0
https://pixvo.tech/es/auditoria-crecimiento-digital/,es,audit,P1,conversion,/es/sistema-crecimiento-digital/,/es/solicitar-diagnostico/,54,4,18,no,0,0,0
https://pixvo.tech/es/solicitar-diagnostico/,es,lead_form,P1,conversion,/es/sistema-crecimiento-digital/,/es/solicitar-diagnostico/,53,3,17,no,0,0,0
https://pixvo.tech/es/nosotros/,es,about,P3,brand,/es/,/es/sistema-crecimiento-digital/,52,3,16,no,0,0,0
https://pixvo.tech/es/contacto/,es,contact,P3,brand,/es/,/es/sistema-crecimiento-digital/,52,3,16,no,0,0,0
https://pixvo.tech/es/soluciones/seo-para-pymes/,es,solution,P1,seo,/es/sistema-crecimiento-digital/,/es/soluciones/seo-para-pymes/,57,9,23,no,0,0,0
https://pixvo.tech/es/soluciones/seo-wordpress/,es,solution,P2,seo,/es/soluciones/seo-para-pymes/,/es/soluciones/seo-para-pymes/,11,1,22,no,0,0,0
https://pixvo.tech/es/soluciones/contenido-seo/,es,solution,P2,seo,/es/soluciones/seo-para-pymes/,/es/soluciones/seo-para-pymes/,17,7,23,no,0,0,0
https://pixvo.tech/es/soluciones/automatizacion-de-procesos/,es,solution,P1,automation,/es/sistema-crecimiento-digital/,/es/soluciones/automatizacion-de-procesos/,55,8,23,no,0,0,0
https://pixvo.tech/es/soluciones/automatizacion-de-marketing/,es,solution,P2,automation,/es/soluciones/automatizacion-de-procesos/,/es/soluciones/automatizacion-de-procesos/,8,1,21,no,0,0,0
https://pixvo.tech/es/soluciones/seguimiento-de-leads/,es,solution,P1,leads,/es/sistema-crecimiento-digital/,/es/soluciones/seguimiento-de-leads/,55,4,23,no,0,0,0
https://pixvo.tech/es/soluciones/analitica-digital/,es,solution,P2,analytics,/es/sistema-crecimiento-digital/,/es/soluciones/analitica-digital/,28,2,23,no,0,0,0
https://pixvo.tech/es/soluciones/optimizacion-wordpress/,es,solution,P2,wordpress,/es/sistema-crecimiento-digital/,/es/soluciones/optimizacion-wordpress/,16,6,24,no,0,0,0
https://pixvo.tech/es/soluciones/optimizacion-de-conversion/,es,solution,P2,cro,/es/sistema-crecimiento-digital/,/es/soluciones/optimizacion-de-conversion/,18,3,21,no,0,0,0
https://pixvo.tech/es/problemas/leads-no-convierten/,es,problem,P1,leads,/es/soluciones/seguimiento-de-leads/,/es/soluciones/seguimiento-de-leads/,4,1,17,no,0,0,0
https://pixvo.tech/es/problemas/reducir-tareas-manuales/,es,problem,P1,automation,/es/soluciones/automatizacion-de-procesos/,/es/soluciones/automatizacion-de-procesos/,4,1,16,no,0,0,0
https://pixvo.tech/es/problemas/web-no-convierte/,es,problem,P1,cro,/es/soluciones/optimizacion-de-conversion/,/es/soluciones/optimizacion-de-conversion/,4,1,18,no,0,0,0
https://pixvo.tech/es/problemas/dependencia-publicidad-paga/,es,problem,P1,seo,/es/soluciones/seo-para-pymes/,/es/soluciones/seo-para-pymes/,4,2,17,no,0,0,0
https://pixvo.tech/es/problemas/medir-resultados-marketing/,es,problem,P1,analytics,/es/soluciones/analitica-digital/,/es/soluciones/analitica-digital/,3,1,17,no,0,0,0
https://pixvo.tech/es/problemas/conectar-marketing-y-ventas/,es,problem,P1,leads,/es/soluciones/seguimiento-de-leads/,/es/soluciones/seguimiento-de-leads/,3,0,17,no,0,0,0
https://pixvo.tech/es/problemas/wordpress-lento/,es,problem,P1,wordpress,/es/soluciones/optimizacion-wordpress/,/es/soluciones/optimizacion-wordpress/,3,1,18,no,0,0,0
https://pixvo.tech/es/problemas/contenido-no-genera-clientes/,es,problem,P1,seo,/es/soluciones/contenido-seo/,/es/soluciones/seo-para-pymes/,3,2,17,no,0,0,0
https://pixvo.tech/es/casos-de-exito/,es,case_index,P1,proof,/es/sistema-crecimiento-digital/,/es/sistema-crecimiento-digital/,52,6,21,no,0,0,0
https://pixvo.tech/es/casos-de-exito/microcuotas/,es,case_study,P1,automation,/es/casos-de-exito/,/es/soluciones/automatizacion-de-procesos/,11,1,19,no,0,0,0
https://pixvo.tech/es/casos-de-exito/hospital-metropolitano/,es,case_study,P2,automation,/es/casos-de-exito/,/es/soluciones/automatizacion-de-procesos/,4,1,19,no,0,0,0
https://pixvo.tech/es/casos-de-exito/sanidad-web/,es,case_study,P2,wordpress,/es/casos-de-exito/,/es/soluciones/optimizacion-wordpress/,6,1,21,no,0,0,0
https://pixvo.tech/es/casos-de-exito/paola-informa/,es,case_study,P2,product,/es/casos-de-exito/,/es/sistema-crecimiento-digital/,5,1,19,no,0,0,0
https://pixvo.tech/es/casos-de-exito/arpitools/,es,case_study,P2,product,/es/casos-de-exito/,/es/sistema-crecimiento-digital/,3,1,19,no,0,0,0
https://pixvo.tech/es/recursos/,es,resource_index,P2,research,/es/sistema-crecimiento-digital/,/es/auditoria-crecimiento-digital/,52,8,23,no,0,0,0
https://pixvo.tech/es/recursos/seo-vs-google-ads/,es,comparison,P2,seo,/es/recursos/,/es/soluciones/seo-para-pymes/,3,1,17,no,0,0,0
https://pixvo.tech/es/recursos/agencia-seo-vs-consultor-seo/,es,comparison,P2,seo,/es/recursos/,/es/soluciones/seo-para-pymes/,2,1,16,no,0,0,0
https://pixvo.tech/es/recursos/seo-mensual-vs-auditoria/,es,comparison,P2,seo,/es/recursos/,/es/soluciones/seo-para-pymes/,7,2,16,no,0,0,0
https://pixvo.tech/es/recursos/n8n-vs-zapier/,es,comparison,P2,automation,/es/recursos/,/es/soluciones/automatizacion-de-procesos/,5,2,17,no,0,0,0
https://pixvo.tech/es/recursos/crm-vs-automatizacion-de-leads/,es,comparison,P2,leads,/es/recursos/,/es/soluciones/seguimiento-de-leads/,4,1,16,no,0,0,0
https://pixvo.tech/es/recursos/rediseno-web-vs-optimizacion-cro/,es,comparison,P2,cro,/es/recursos/,/es/soluciones/optimizacion-de-conversion/,3,1,18,no,0,0,0
https://pixvo.tech/es/recursos/seo-vs-sistema-de-crecimiento/,es,comparison,P2,growth-system,/es/recursos/,/es/sistema-crecimiento-digital/,4,1,16,no,0,0,0
https://pixvo.tech/es/blog/,es,blog_index,P2,editorial,/es/,/es/sistema-crecimiento-digital/,52,14,29,no,0,0,0
https://pixvo.tech/es/blog/ataque-real-en-npm-como-el-compromiso-de-axios-expuso-miles-de-entornos-sin-que-nadie-lo-notara/,es,article,P2,editorial:security,/es/blog/,/es/sistema-crecimiento-digital/,1,0,17,no,0,0,0
https://pixvo.tech/es/blog/matriz-objetivo-icp-canal-lead-magnet-pagina-evento-de-conversion-metricas/,es,article,P3,editorial:analytics-conversion,/es/blog/,/es/soluciones/analitica-digital/,1,0,18,no,0,0,0
https://pixvo.tech/es/blog/por-que-un-sitio-wordpress-no-puede-quedar-librado-a-la-suerte-y-como-evitar-dolores-de-cabeza-despues/,es,article,P3,editorial:wordpress,/es/blog/,/es/soluciones/optimizacion-wordpress/,1,0,19,no,0,0,0
